strain	ascr.10_osas.9.10	osas.9.10_ascr.10	ascr.10_icas.9.10	icas.9.10_ascr.10	ascr.7_ascr.81.8	ascr.81.8_ascr.7	oscrs_ascrs	ascrs_oscrs
NIC256	13.1907435030957	0.07581073801983283	3.311233444558039	0.3020022649395151	0.928633890973985	1.0768506401927282	0.38565574731479335	2.592986120296932
NIC267	3.6398221713318937	0.27473869681772867	0.5989611465299445	1.669557375788825	0.4446407410937701	2.2490066869268515	1.3344323684603077	0.7493823018950134
NIC3	24.767167381974247	0.04037603431096478	4.6831316908885565	0.21353232537653974	0.9908698839181284	1.0092142431918196	1.4233930310601954	0.7025466460624465
PB303	19.576107064400507	0.0510826793452983	4.531171857097696	0.22069346110401547	1.2609330942610502	0.7930634896897795	2.4599567079588445	0.40651121898391157
ECA259	12.486731394516854	0.08008500931149347	3.368553957005917	0.29686328696626646	0.3932347081652029	2.5430105207800917	0.9894654040255751	1.0106467552393097
PS2025	64.84675638473801	0.015420971776397972	4.4595523163600195	0.22423775506152624	0.44620146742238836	2.2411400970435817	1.4284153938638378	0.7000764653585945
QG536	9.72229177027421	0.10285640707240323	2.9427556437732147	0.33981754554305954	0.9535086563137205	1.0487581768434235	1.15914122282346	0.8627076496892927
QG556	4.330534913826588	0.23091835533000488	1.315649421988541	0.7600809024706201	0.4548387532250801	2.1985813497847295	1.1487202327410426	0.8705339833823849
QG557	4.7253838099511825	0.21162302158273383	1.321215537304616	0.7568787769784172	0.30554183360565496	3.2728742516176745	1.0838898762590095	0.9226029524802362
QX1212	23.895685565129085	0.04184855869794745	1.9325624967917459	0.5174476901316795	0.9470290395431267	1.055933829106685	2.3945863600201918	0.4176086595563702
QX1233	26.20648217011782	0.038158498096332025	7.5800980492057555	0.13192441489655668	5.499067407647894	0.18184901654583066	1.3855423188769775	0.7217390521933167
QX1791	7.555327215391702	0.1323569412007466	2.3278143285493873	0.429587526692116	1.9795277679518926	0.5051709888538944	1.154575900443909	0.8661188923270632
QX1792	8.715110196885101	0.11474324218613019	2.5802250882187128	0.38756308686633273	1.655965950457203	0.6038771508097166	1.9626689453762962	0.5095102780098624
QX1793	15.280990870057787	0.06544078250576289	12.442394527237845	0.0803703819076693	0.9090526046986721	1.1000463502675675	0.7275575163933078	1.3744617813272835
QX1794	21.6319802949912	0.046227852760736196	16.07677399310573	0.06220153374233129	0.4719023732469212	2.1190823710410833	1.2486021639019247	0.8008956166429871
RC301	7.252838115669975	0.13787706054537052	2.461635831783372	0.40623393074171077	0.5582582268359381	1.7912857382644212	2.265834059746838	0.4413385859826514
WN2001	4.6322724304776575	0.21587676783010037	2.5069405432832577	0.3988925874924552	0.4902342947180929	2.0398409714992414	1.003738811968666	0.9962751146771609
